repository,commit,parent_commit,author_date,subject,architecture_smell,metric_name,metric_before,metric_after,metric_delta,improved,refactoring_labels,ranked_refactoring_labels,top_refactoring_label,input_text,target_text
tika,3fb58b7b5dc6381b8bc717663ae7d3fd517394cd,5e0a2b3e155ca8767e3b1b24bd1528a3ae3dc9ff,2007-10-14T12:24:19+00:00,TIKA-60 - Rename Microsoft parser classes,Hub-like Dependency,hub_like_packages,1,1,0,False,Merge Package|Move And Rename Class|Move Class,Move Class|Merge Package|Move And Rename Class,Move Class,Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 1. Commit message: TIKA-60 - Rename Microsoft parser classes,Move Class | Merge Package | Move And Rename Class
tika,3fb58b7b5dc6381b8bc717663ae7d3fd517394cd,5e0a2b3e155ca8767e3b1b24bd1528a3ae3dc9ff,2007-10-14T12:24:19+00:00,TIKA-60 - Rename Microsoft parser classes,Large Component,large_packages,3,3,0,False,Merge Package|Move And Rename Class|Move Class,Merge Package|Move And Rename Class|Move Class,Merge Package,Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: TIKA-60 - Rename Microsoft parser classes,Merge Package | Move And Rename Class | Move Class
tika,3fb58b7b5dc6381b8bc717663ae7d3fd517394cd,5e0a2b3e155ca8767e3b1b24bd1528a3ae3dc9ff,2007-10-14T12:24:19+00:00,TIKA-60 - Rename Microsoft parser classes,Excessive Package Coupling,package_edges,146,131,15,True,Merge Package|Move And Rename Class|Move Class,Move Class|Merge Package|Move And Rename Class,Move Class,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 146 to 131. Commit message: TIKA-60 - Rename Microsoft parser classes,Move Class | Merge Package | Move And Rename Class
tika,e759bbbc8afcc8d490562eb08c14a10c509adc20,3fb58b7b5dc6381b8bc717663ae7d3fd517394cd,2007-10-14T12:39:45+00:00,TIKA-60 - Rename Microsoft parser classes,Cyclic Dependency,cyclic_packages,4,4,0,False,Rename Class,Rename Class,Rename Class,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-60 - Rename Microsoft parser classes,Rename Class
tika,e759bbbc8afcc8d490562eb08c14a10c509adc20,3fb58b7b5dc6381b8bc717663ae7d3fd517394cd,2007-10-14T12:39:45+00:00,TIKA-60 - Rename Microsoft parser classes,Hub-like Dependency,hub_like_packages,1,1,0,False,Rename Class,Rename Class,Rename Class,Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 1. Commit message: TIKA-60 - Rename Microsoft parser classes,Rename Class
tika,e759bbbc8afcc8d490562eb08c14a10c509adc20,3fb58b7b5dc6381b8bc717663ae7d3fd517394cd,2007-10-14T12:39:45+00:00,TIKA-60 - Rename Microsoft parser classes,Large Component,large_packages,3,3,0,False,Rename Class,Rename Class,Rename Class,Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: TIKA-60 - Rename Microsoft parser classes,Rename Class
tika,e759bbbc8afcc8d490562eb08c14a10c509adc20,3fb58b7b5dc6381b8bc717663ae7d3fd517394cd,2007-10-14T12:39:45+00:00,TIKA-60 - Rename Microsoft parser classes,Excessive Package Coupling,package_edges,131,131,0,False,Rename Class,Rename Class,Rename Class,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 131 to 131. Commit message: TIKA-60 - Rename Microsoft parser classes,Rename Class
tika,9fce256813d12e7aeef73bfc6ed3896ad414dc24,1081cb5beded2bd1228de19f74c6349ca674afed,2007-10-14T20:07:20+00:00,TIKA-66 - Use Java 5 features in org.apache.tika.mime     - Use Java 5 generics and foreach constructs to simplify code     - Removed some unused variables and method parameters     - Other minor cleanups,Cyclic Dependency,cyclic_packages,4,4,0,False,Add Attribute Modifier|Change Attribute Type|Change Parameter Type|Change Variable Type|Inline Variable|Invert Condition|Move And Inline Method|Remove Parameter|Rename Variable,Add Attribute Modifier|Change Attribute Type|Change Parameter Type|Change Variable Type|Inline Variable|Invert Condition|Move And Inline Method|Remove Parameter|Rename Variable,Add Attribute Modifier,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-66 - Use Java 5 features in org.apache.tika.mime     - Use Java 5 generics and foreach constructs to simplify code     - Removed some unused variables and method parameters     - Other minor cleanups,Add Attribute Modifier | Change Attribute Type | Change Parameter Type | Change Variable Type | Inline Variable | Invert Condition | Move And Inline Method | Remove Parameter | Rename Variable
tika,9fce256813d12e7aeef73bfc6ed3896ad414dc24,1081cb5beded2bd1228de19f74c6349ca674afed,2007-10-14T20:07:20+00:00,TIKA-66 - Use Java 5 features in org.apache.tika.mime     - Use Java 5 generics and foreach constructs to simplify code     - Removed some unused variables and method parameters     - Other minor cleanups,Hub-like Dependency,hub_like_packages,1,1,0,False,Add Attribute Modifier|Change Attribute Type|Change Parameter Type|Change Variable Type|Inline Variable|Invert Condition|Move And Inline Method|Remove Parameter|Rename Variable,Add Attribute Modifier|Change Attribute Type|Change Parameter Type|Change Variable Type|Inline Variable|Invert Condition|Move And Inline Method|Remove Parameter|Rename Variable,Add Attribute Modifier,Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 1. Commit message: TIKA-66 - Use Java 5 features in org.apache.tika.mime     - Use Java 5 generics and foreach constructs to simplify code     - Removed some unused variables and method parameters     - Other minor cleanups,Add Attribute Modifier | Change Attribute Type | Change Parameter Type | Change Variable Type | Inline Variable | Invert Condition | Move And Inline Method | Remove Parameter | Rename Variable
tika,9fce256813d12e7aeef73bfc6ed3896ad414dc24,1081cb5beded2bd1228de19f74c6349ca674afed,2007-10-14T20:07:20+00:00,TIKA-66 - Use Java 5 features in org.apache.tika.mime     - Use Java 5 generics and foreach constructs to simplify code     - Removed some unused variables and method parameters     - Other minor cleanups,Large Component,large_packages,3,3,0,False,Add Attribute Modifier|Change Attribute Type|Change Parameter Type|Change Variable Type|Inline Variable|Invert Condition|Move And Inline Method|Remove Parameter|Rename Variable,Add Attribute Modifier|Change Attribute Type|Change Parameter Type|Change Variable Type|Inline Variable|Invert Condition|Move And Inline Method|Remove Parameter|Rename Variable,Add Attribute Modifier,Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: TIKA-66 - Use Java 5 features in org.apache.tika.mime     - Use Java 5 generics and foreach constructs to simplify code     - Removed some unused variables and method parameters     - Other minor cleanups,Add Attribute Modifier | Change Attribute Type | Change Parameter Type | Change Variable Type | Inline Variable | Invert Condition | Move And Inline Method | Remove Parameter | Rename Variable
tika,9fce256813d12e7aeef73bfc6ed3896ad414dc24,1081cb5beded2bd1228de19f74c6349ca674afed,2007-10-14T20:07:20+00:00,TIKA-66 - Use Java 5 features in org.apache.tika.mime     - Use Java 5 generics and foreach constructs to simplify code     - Removed some unused variables and method parameters     - Other minor cleanups,Excessive Package Coupling,package_edges,130,130,0,False,Add Attribute Modifier|Change Attribute Type|Change Parameter Type|Change Variable Type|Inline Variable|Invert Condition|Move And Inline Method|Remove Parameter|Rename Variable,Add Attribute Modifier|Change Attribute Type|Change Parameter Type|Change Variable Type|Inline Variable|Invert Condition|Move And Inline Method|Remove Parameter|Rename Variable,Add Attribute Modifier,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 130 to 130. Commit message: TIKA-66 - Use Java 5 features in org.apache.tika.mime     - Use Java 5 generics and foreach constructs to simplify code     - Removed some unused variables and method parameters     - Other minor cleanups,Add Attribute Modifier | Change Attribute Type | Change Parameter Type | Change Variable Type | Inline Variable | Invert Condition | Move And Inline Method | Remove Parameter | Rename Variable
tika,b0a87ad5afe05da5087209062c229a53921ca3bf,a328f9c6ad676d51c34c7dd8584bac72438f99dd,2007-10-15T18:48:11+00:00,remove failing test temporarily,Cyclic Dependency,cyclic_packages,4,4,0,False,Rename Method,Rename Method,Rename Method,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: remove failing test temporarily,Rename Method
tika,b0a87ad5afe05da5087209062c229a53921ca3bf,a328f9c6ad676d51c34c7dd8584bac72438f99dd,2007-10-15T18:48:11+00:00,remove failing test temporarily,Hub-like Dependency,hub_like_packages,1,1,0,False,Rename Method,Rename Method,Rename Method,Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 1. Commit message: remove failing test temporarily,Rename Method
tika,b0a87ad5afe05da5087209062c229a53921ca3bf,a328f9c6ad676d51c34c7dd8584bac72438f99dd,2007-10-15T18:48:11+00:00,remove failing test temporarily,Large Component,large_packages,3,3,0,False,Rename Method,Rename Method,Rename Method,Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: remove failing test temporarily,Rename Method
tika,b0a87ad5afe05da5087209062c229a53921ca3bf,a328f9c6ad676d51c34c7dd8584bac72438f99dd,2007-10-15T18:48:11+00:00,remove failing test temporarily,Excessive Package Coupling,package_edges,133,133,0,False,Rename Method,Rename Method,Rename Method,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 133 to 133. Commit message: remove failing test temporarily,Rename Method
tika,580824e1088af50d5556e2a01d71311a42a74edc,e1da9a1fc19aa951fca916c850250ebb58eb8675,2007-10-16T16:11:00+00:00,TIKA-71 - Remove ParserConfig and ParserFactory,Cyclic Dependency,cyclic_packages,4,4,0,False,Change Attribute Type|Change Return Type|Change Variable Type|Inline Variable|Rename Attribute|Rename Method|Rename Variable,Change Attribute Type|Change Return Type|Change Variable Type|Inline Variable|Rename Attribute|Rename Method|Rename Variable,Change Attribute Type,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-71 - Remove ParserConfig and ParserFactory,Change Attribute Type | Change Return Type | Change Variable Type | Inline Variable | Rename Attribute | Rename Method | Rename Variable
tika,580824e1088af50d5556e2a01d71311a42a74edc,e1da9a1fc19aa951fca916c850250ebb58eb8675,2007-10-16T16:11:00+00:00,TIKA-71 - Remove ParserConfig and ParserFactory,Hub-like Dependency,hub_like_packages,1,1,0,False,Change Attribute Type|Change Return Type|Change Variable Type|Inline Variable|Rename Attribute|Rename Method|Rename Variable,Change Attribute Type|Change Return Type|Change Variable Type|Inline Variable|Rename Attribute|Rename Method|Rename Variable,Change Attribute Type,Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 1. Commit message: TIKA-71 - Remove ParserConfig and ParserFactory,Change Attribute Type | Change Return Type | Change Variable Type | Inline Variable | Rename Attribute | Rename Method | Rename Variable
tika,580824e1088af50d5556e2a01d71311a42a74edc,e1da9a1fc19aa951fca916c850250ebb58eb8675,2007-10-16T16:11:00+00:00,TIKA-71 - Remove ParserConfig and ParserFactory,Large Component,large_packages,3,3,0,False,Change Attribute Type|Change Return Type|Change Variable Type|Inline Variable|Rename Attribute|Rename Method|Rename Variable,Change Attribute Type|Change Return Type|Change Variable Type|Inline Variable|Rename Attribute|Rename Method|Rename Variable,Change Attribute Type,Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: TIKA-71 - Remove ParserConfig and ParserFactory,Change Attribute Type | Change Return Type | Change Variable Type | Inline Variable | Rename Attribute | Rename Method | Rename Variable
tika,580824e1088af50d5556e2a01d71311a42a74edc,e1da9a1fc19aa951fca916c850250ebb58eb8675,2007-10-16T16:11:00+00:00,TIKA-71 - Remove ParserConfig and ParserFactory,Excessive Package Coupling,package_edges,136,135,1,True,Change Attribute Type|Change Return Type|Change Variable Type|Inline Variable|Rename Attribute|Rename Method|Rename Variable,Change Attribute Type|Change Return Type|Change Variable Type|Inline Variable|Rename Attribute|Rename Method|Rename Variable,Change Attribute Type,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 136 to 135. Commit message: TIKA-71 - Remove ParserConfig and ParserFactory,Change Attribute Type | Change Return Type | Change Variable Type | Inline Variable | Rename Attribute | Rename Method | Rename Variable
tika,a8d1e675a2c18e67b534df31823214d8c917c07c,9ffdd5470b4b66c62b21dac13cb278acf2cad48b,2007-10-17T18:57:23+00:00,"TIKA-72: As per Chris' suggestion, moved RESOURCE_NAME_KEY from Metadata to new interface TikaMetadataKeys, and changed Metadata to implement TikaMetadataKeys.",Cyclic Dependency,cyclic_packages,4,4,0,False,Extract Interface|Pull Up Attribute,Extract Interface|Pull Up Attribute,Extract Interface,"Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: TIKA-72: As per Chris' suggestion, moved RESOURCE_NAME_KEY from Metadata to new interface TikaMetadataKeys, and changed Metadata to implement TikaMetadataKeys.",Extract Interface | Pull Up Attribute
tika,a8d1e675a2c18e67b534df31823214d8c917c07c,9ffdd5470b4b66c62b21dac13cb278acf2cad48b,2007-10-17T18:57:23+00:00,"TIKA-72: As per Chris' suggestion, moved RESOURCE_NAME_KEY from Metadata to new interface TikaMetadataKeys, and changed Metadata to implement TikaMetadataKeys.",Hub-like Dependency,hub_like_packages,1,1,0,False,Extract Interface|Pull Up Attribute,Extract Interface|Pull Up Attribute,Extract Interface,"Architecture smell: Hub-like Dependency. Metric hub_like_packages changed from 1 to 1. Commit message: TIKA-72: As per Chris' suggestion, moved RESOURCE_NAME_KEY from Metadata to new interface TikaMetadataKeys, and changed Metadata to implement TikaMetadataKeys.",Extract Interface | Pull Up Attribute
tika,a8d1e675a2c18e67b534df31823214d8c917c07c,9ffdd5470b4b66c62b21dac13cb278acf2cad48b,2007-10-17T18:57:23+00:00,"TIKA-72: As per Chris' suggestion, moved RESOURCE_NAME_KEY from Metadata to new interface TikaMetadataKeys, and changed Metadata to implement TikaMetadataKeys.",Large Component,large_packages,3,4,-1,False,Extract Interface|Pull Up Attribute,Extract Interface|Pull Up Attribute,Extract Interface,"Architecture smell: Large Component. Metric large_packages changed from 3 to 4. Commit message: TIKA-72: As per Chris' suggestion, moved RESOURCE_NAME_KEY from Metadata to new interface TikaMetadataKeys, and changed Metadata to implement TikaMetadataKeys.",Extract Interface | Pull Up Attribute
tika,a8d1e675a2c18e67b534df31823214d8c917c07c,9ffdd5470b4b66c62b21dac13cb278acf2cad48b,2007-10-17T18:57:23+00:00,"TIKA-72: As per Chris' suggestion, moved RESOURCE_NAME_KEY from Metadata to new interface TikaMetadataKeys, and changed Metadata to implement TikaMetadataKeys.",Excessive Package Coupling,package_edges,135,135,0,False,Extract Interface|Pull Up Attribute,Extract Interface|Pull Up Attribute,Extract Interface,"Architecture smell: Excessive Package Coupling. Metric package_edges changed from 135 to 135. Commit message: TIKA-72: As per Chris' suggestion, moved RESOURCE_NAME_KEY from Metadata to new interface TikaMetadataKeys, and changed Metadata to implement TikaMetadataKeys.",Extract Interface | Pull Up Attribute
maven,0abaebbe2917f4757859e6bf5b05da7e13a843b0,7cbde03de8101ef94f3f193f153e731570769247,2004-01-27T18:58:11+00:00,o general cleanup o add the ability to deal with test resources,Excessive Package Coupling,package_edges,9,9,0,False,Extract Method|Rename Attribute,Extract Method|Rename Attribute,Extract Method,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 9 to 9. Commit message: o general cleanup o add the ability to deal with test resources,Extract Method | Rename Attribute
maven,072609e0b3788efd42acaf3394f7a41ed8326cfa,dd4fc3384fa78ba3335f7075f0e111ff45f681d5,2004-06-11T16:14:40+00:00,o cleaning up the @tags which are now a lot more simple,Excessive Package Coupling,package_edges,29,27,2,True,Rename Class,Rename Class,Rename Class,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 29 to 27. Commit message: o cleaning up the @tags which are now a lot more simple,Rename Class
maven,b36d96471545150e531d2b26ff1ebc31e41754e7,8430b7b9cf599361980751aa99914714da49d337,2004-06-14T07:41:08+00:00,Move Resources plugin to o.a.m.plugin.resources package.,Excessive Package Coupling,package_edges,27,29,-2,False,Move And Rename Class|Move Class,Move Class|Move And Rename Class,Move Class,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 27 to 29. Commit message: Move Resources plugin to o.a.m.plugin.resources package.,Move Class | Move And Rename Class
camel,9c15e67cde9c4d17f2dfba9c9a3fc3a3dbb9d401,77b260b65ba821b3443d922320cc3d9b708c8d83,2007-03-19T11:00:33+00:00,Moved the modules up out of the camel directory,Cyclic Dependency,cyclic_packages,4,4,0,False,Move Source Folder,Move Source Folder,Move Source Folder,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: Moved the modules up out of the camel directory,Move Source Folder
camel,9c15e67cde9c4d17f2dfba9c9a3fc3a3dbb9d401,77b260b65ba821b3443d922320cc3d9b708c8d83,2007-03-19T11:00:33+00:00,Moved the modules up out of the camel directory,Large Component,large_packages,1,1,0,False,Move Source Folder,Move Source Folder,Move Source Folder,Architecture smell: Large Component. Metric large_packages changed from 1 to 1. Commit message: Moved the modules up out of the camel directory,Move Source Folder
camel,9c15e67cde9c4d17f2dfba9c9a3fc3a3dbb9d401,77b260b65ba821b3443d922320cc3d9b708c8d83,2007-03-19T11:00:33+00:00,Moved the modules up out of the camel directory,Excessive Package Coupling,package_edges,20,20,0,False,Move Source Folder,Move Source Folder,Move Source Folder,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 20 to 20. Commit message: Moved the modules up out of the camel directory,Move Source Folder
camel,d5e6b38aee4c69c2a1c06f032dad88a41d5e3e86,e7c6c8095ebaff15a22d13113f9c701b498b3e22,2007-03-19T18:26:09+00:00,renamed the seda component to queue,Cyclic Dependency,cyclic_packages,3,3,0,False,Change Attribute Type|Change Parameter Type|Change Return Type|Move And Rename Class|Rename Package,Change Attribute Type|Change Parameter Type|Change Return Type|Move And Rename Class|Rename Package,Change Attribute Type,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 3 to 3. Commit message: renamed the seda component to queue,Change Attribute Type | Change Parameter Type | Change Return Type | Move And Rename Class | Rename Package
camel,d5e6b38aee4c69c2a1c06f032dad88a41d5e3e86,e7c6c8095ebaff15a22d13113f9c701b498b3e22,2007-03-19T18:26:09+00:00,renamed the seda component to queue,Large Component,large_packages,1,1,0,False,Change Attribute Type|Change Parameter Type|Change Return Type|Move And Rename Class|Rename Package,Change Attribute Type|Change Parameter Type|Change Return Type|Move And Rename Class|Rename Package,Change Attribute Type,Architecture smell: Large Component. Metric large_packages changed from 1 to 1. Commit message: renamed the seda component to queue,Change Attribute Type | Change Parameter Type | Change Return Type | Move And Rename Class | Rename Package
camel,d5e6b38aee4c69c2a1c06f032dad88a41d5e3e86,e7c6c8095ebaff15a22d13113f9c701b498b3e22,2007-03-19T18:26:09+00:00,renamed the seda component to queue,Excessive Package Coupling,package_edges,29,28,1,True,Change Attribute Type|Change Parameter Type|Change Return Type|Move And Rename Class|Rename Package,Change Attribute Type|Change Parameter Type|Change Return Type|Move And Rename Class|Rename Package,Change Attribute Type,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 29 to 28. Commit message: renamed the seda component to queue,Change Attribute Type | Change Parameter Type | Change Return Type | Move And Rename Class | Rename Package
camel,b8d28505c84baabe75edfba0a43f3b2f06e19c13,47e0604ac775641dd3da5880b2a34f9babe25ed2,2007-03-19T19:47:04+00:00,removed compile error,Cyclic Dependency,cyclic_packages,3,3,0,False,Change Parameter Type,Change Parameter Type,Change Parameter Type,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 3 to 3. Commit message: removed compile error,Change Parameter Type
camel,b8d28505c84baabe75edfba0a43f3b2f06e19c13,47e0604ac775641dd3da5880b2a34f9babe25ed2,2007-03-19T19:47:04+00:00,removed compile error,Large Component,large_packages,1,1,0,False,Change Parameter Type,Change Parameter Type,Change Parameter Type,Architecture smell: Large Component. Metric large_packages changed from 1 to 1. Commit message: removed compile error,Change Parameter Type
camel,b8d28505c84baabe75edfba0a43f3b2f06e19c13,47e0604ac775641dd3da5880b2a34f9babe25ed2,2007-03-19T19:47:04+00:00,removed compile error,Excessive Package Coupling,package_edges,30,30,0,False,Change Parameter Type,Change Parameter Type,Change Parameter Type,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 30 to 30. Commit message: removed compile error,Change Parameter Type
camel,1623cf3b64c5ea2e6cb1208f0fbe9dd042527c35,aa3e9137e1e2d52738e113c806acbc7df9b5e428,2007-03-19T22:22:46+00:00,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanups,Cyclic Dependency,cyclic_packages,3,3,0,False,Add Method Annotation|Change Attribute Type|Change Parameter Type|Change Return Type|Extract Method|Parameterize Variable|Remove Parameter|Rename Variable,Add Method Annotation|Change Attribute Type|Change Parameter Type|Change Return Type|Extract Method|Parameterize Variable|Remove Parameter|Rename Variable,Add Method Annotation,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 3 to 3. Commit message: Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanups,Add Method Annotation | Change Attribute Type | Change Parameter Type | Change Return Type | Extract Method | Parameterize Variable | Remove Parameter | Rename Variable
camel,1623cf3b64c5ea2e6cb1208f0fbe9dd042527c35,aa3e9137e1e2d52738e113c806acbc7df9b5e428,2007-03-19T22:22:46+00:00,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanups,Excessive Package Coupling,package_edges,37,39,-2,False,Add Method Annotation|Change Attribute Type|Change Parameter Type|Change Return Type|Extract Method|Parameterize Variable|Remove Parameter|Rename Variable,Add Method Annotation|Change Attribute Type|Change Parameter Type|Change Return Type|Extract Method|Parameterize Variable|Remove Parameter|Rename Variable,Add Method Annotation,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 37 to 39. Commit message: Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanups,Add Method Annotation | Change Attribute Type | Change Parameter Type | Change Return Type | Extract Method | Parameterize Variable | Remove Parameter | Rename Variable
camel,8b5459cfb18316ec2c96e63b0b70a4289ed0c755,2db582e78784e0aad6cd25fbf66c22aec03e8ed8,2007-03-20T07:53:04+00:00,"The send() method in Endpoint made it look like a Processor, so why not let it be one. Some smaller cleanups",Cyclic Dependency,cyclic_packages,3,3,0,False,Rename Method,Rename Method,Rename Method,"Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 3 to 3. Commit message: The send() method in Endpoint made it look like a Processor, so why not let it be one. Some smaller cleanups",Rename Method
camel,8b5459cfb18316ec2c96e63b0b70a4289ed0c755,2db582e78784e0aad6cd25fbf66c22aec03e8ed8,2007-03-20T07:53:04+00:00,"The send() method in Endpoint made it look like a Processor, so why not let it be one. Some smaller cleanups",Large Component,large_packages,3,3,0,False,Rename Method,Rename Method,Rename Method,"Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: The send() method in Endpoint made it look like a Processor, so why not let it be one. Some smaller cleanups",Rename Method
camel,8b5459cfb18316ec2c96e63b0b70a4289ed0c755,2db582e78784e0aad6cd25fbf66c22aec03e8ed8,2007-03-20T07:53:04+00:00,"The send() method in Endpoint made it look like a Processor, so why not let it be one. Some smaller cleanups",Excessive Package Coupling,package_edges,48,48,0,False,Rename Method,Rename Method,Rename Method,"Architecture smell: Excessive Package Coupling. Metric package_edges changed from 48 to 48. Commit message: The send() method in Endpoint made it look like a Processor, so why not let it be one. Some smaller cleanups",Rename Method
camel,160d9af7be83c6de8791c86dac799a1f4a055a09,3a5cea7c053dd9bceec508be897301a7ae449f18,2007-03-20T14:21:58+00:00,minor refactor to move the processors into a separate package,Cyclic Dependency,cyclic_packages,3,4,-1,False,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Move Class|Rename Attribute|Rename Class|Rename Method,Move Class|Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Rename Attribute|Rename Class|Rename Method,Move Class,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 3 to 4. Commit message: minor refactor to move the processors into a separate package,Move Class | Change Attribute Type | Change Parameter Type | Change Return Type | Change Variable Type | Rename Attribute | Rename Class | Rename Method
camel,160d9af7be83c6de8791c86dac799a1f4a055a09,3a5cea7c053dd9bceec508be897301a7ae449f18,2007-03-20T14:21:58+00:00,minor refactor to move the processors into a separate package,Large Component,large_packages,1,3,-2,False,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Move Class|Rename Attribute|Rename Class|Rename Method,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Move Class|Rename Attribute|Rename Class|Rename Method,Change Attribute Type,Architecture smell: Large Component. Metric large_packages changed from 1 to 3. Commit message: minor refactor to move the processors into a separate package,Change Attribute Type | Change Parameter Type | Change Return Type | Change Variable Type | Move Class | Rename Attribute | Rename Class | Rename Method
camel,160d9af7be83c6de8791c86dac799a1f4a055a09,3a5cea7c053dd9bceec508be897301a7ae449f18,2007-03-20T14:21:58+00:00,minor refactor to move the processors into a separate package,Excessive Package Coupling,package_edges,56,63,-7,False,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Move Class|Rename Attribute|Rename Class|Rename Method,Move Class|Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Rename Attribute|Rename Class|Rename Method,Move Class,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 56 to 63. Commit message: minor refactor to move the processors into a separate package,Move Class | Change Attribute Type | Change Parameter Type | Change Return Type | Change Variable Type | Rename Attribute | Rename Class | Rename Method
camel,bc29034e883303421c2f0c41511ea78dc39d6a9b,6d5197ddc74869c4d68aa1c1c64195b8e3a2c405,2007-03-20T17:04:27+00:00,renamed the builders to make them a little easier to follow; they generally now follow the name of the verb in the builder language,Cyclic Dependency,cyclic_packages,4,4,0,False,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Rename Attribute|Rename Class|Rename Parameter|Rename Variable,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Rename Attribute|Rename Class|Rename Parameter|Rename Variable,Change Attribute Type,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: renamed the builders to make them a little easier to follow; they generally now follow the name of the verb in the builder language,Change Attribute Type | Change Parameter Type | Change Return Type | Change Variable Type | Rename Attribute | Rename Class | Rename Parameter | Rename Variable
camel,bc29034e883303421c2f0c41511ea78dc39d6a9b,6d5197ddc74869c4d68aa1c1c64195b8e3a2c405,2007-03-20T17:04:27+00:00,renamed the builders to make them a little easier to follow; they generally now follow the name of the verb in the builder language,Large Component,large_packages,3,3,0,False,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Rename Attribute|Rename Class|Rename Parameter|Rename Variable,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Rename Attribute|Rename Class|Rename Parameter|Rename Variable,Change Attribute Type,Architecture smell: Large Component. Metric large_packages changed from 3 to 3. Commit message: renamed the builders to make them a little easier to follow; they generally now follow the name of the verb in the builder language,Change Attribute Type | Change Parameter Type | Change Return Type | Change Variable Type | Rename Attribute | Rename Class | Rename Parameter | Rename Variable
camel,bc29034e883303421c2f0c41511ea78dc39d6a9b,6d5197ddc74869c4d68aa1c1c64195b8e3a2c405,2007-03-20T17:04:27+00:00,renamed the builders to make them a little easier to follow; they generally now follow the name of the verb in the builder language,Excessive Package Coupling,package_edges,63,62,1,True,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Rename Attribute|Rename Class|Rename Parameter|Rename Variable,Change Attribute Type|Change Parameter Type|Change Return Type|Change Variable Type|Rename Attribute|Rename Class|Rename Parameter|Rename Variable,Change Attribute Type,Architecture smell: Excessive Package Coupling. Metric package_edges changed from 63 to 62. Commit message: renamed the builders to make them a little easier to follow; they generally now follow the name of the verb in the builder language,Change Attribute Type | Change Parameter Type | Change Return Type | Change Variable Type | Rename Attribute | Rename Class | Rename Parameter | Rename Variable
camel,09cbd05f75f7afcc40e4fffa74892c7ce80a31e6,bc29034e883303421c2f0c41511ea78dc39d6a9b,2007-03-20T18:01:41+00:00,Moved Expression and Predicates uner builder,Cyclic Dependency,cyclic_packages,4,4,0,False,Move And Rename Class,Move And Rename Class,Move And Rename Class,Architecture smell: Cyclic Dependency. Metric cyclic_packages changed from 4 to 4. Commit message: Moved Expression and Predicates uner builder,Move And Rename Class
